direction	spBLEU	chrF++	len_ratio
urd_Arab-pap_Latn	25.20	46.75	0.949
ron_Latn-tsn_Latn	21.83	45.22	0.978
bug_Latn-kan_Knda	20.01	34.40	0.957
tat_Cyrl-swe_Latn	28.28	48.55	0.961
swe_Latn-als_Latn	33.09	53.26	0.944
asm_Beng-uzn_Latn	19.23	40.04	0.974
kon_Latn-tum_Latn	8.14	28.41	0.700
tuk_Latn-kmr_Latn	15.24	35.02	0.985
swh_Latn-ydd_Hebr	10.38	30.56	1.016
tam_Taml-gla_Latn	20.68	43.14	1.003
nus_Latn-bam_Latn	4.29	23.22	1.061
gle_Latn-ckb_Arab	19.35	40.50	1.044
afr_Latn-hye_Armn	35.44	49.70	0.950
ayr_Latn-nno_Latn	7.73	25.16	0.896
ydd_Hebr-awa_Deva	15.86	33.63	1.037
urd_Arab-ita_Latn	26.56	48.09	0.941
kon_Latn-sag_Latn	7.51	30.87	0.866
pag_Latn-spa_Latn	19.46	40.02	0.849
quy_Latn-jav_Latn	8.75	29.77	1.023
tuk_Latn-ron_Latn	30.90	49.59	0.947
kik_Latn-tam_Taml	15.29	31.33	0.923
vec_Latn-nno_Latn	25.18	46.91	0.953
yor_Latn-gla_Latn	15.11	36.44	0.982
sin_Sinh-lit_Latn	23.86	44.85	0.974
taq_Latn-fin_Latn	8.89	28.00	0.993
nob_Latn-knc_Arab	6.40	8.44	1.025
oci_Latn-kbp_Latn	7.48	26.05	1.179
por_Latn-mos_Latn	5.78	23.47	1.004
ben_Beng-zho_Hans	21.04	19.14	0.854
tgl_Latn-ban_Latn	15.82	41.03	1.029
por_Latn-mkd_Cyrl	36.94	56.24	0.972
spa_Latn-urd_Arab	21.22	39.88	0.992
dan_Latn-uig_Arab	15.23	29.69	0.975
deu_Latn-acm_Arab	12.98	30.79	1.391
min_Latn-taq_Tfng	5.36	16.48	0.932
tso_Latn-grn_Latn	13.14	32.28	0.986
ewe_Latn-lmo_Latn	5.01	23.09	0.832
bos_Latn-mag_Deva	27.08	46.99	0.983
tur_Latn-yor_Latn	9.00	23.89	1.103
kon_Latn-por_Latn	20.97	38.99	0.933
bjn_Latn-mos_Latn	5.27	21.47	0.994
slk_Latn-kbp_Latn	10.32	27.79	0.990
asm_Beng-dik_Latn	3.16	20.14	1.454
pol_Latn-tha_Thai	26.91	34.78	0.846
kab_Latn-ibo_Latn	13.14	33.26	0.925
mar_Deva-amh_Ethi	24.70	32.88	1.003
bjn_Latn-mkd_Cyrl	28.69	48.65	0.948
mya_Mymr-umb_Latn	2.01	22.36	0.853
acm_Arab-nso_Latn	20.14	45.53	1.029
bam_Latn-knc_Arab	5.39	7.31	1.058
dik_Latn-rus_Cyrl	10.26	24.75	0.952
kab_Latn-bjn_Latn	10.64	35.62	0.988
als_Latn-dyu_Latn	2.33	18.23	1.015
mri_Latn-fon_Latn	4.96	19.40	1.098
tso_Latn-zho_Hant	8.74	10.22	0.633
ydd_Hebr-bos_Latn	28.79	49.18	0.969
fur_Latn-pes_Arab	27.85	44.63	0.987
eng_Latn-kin_Latn	26.72	49.76	1.004
guj_Gujr-sin_Sinh	31.87	40.57	0.921
zul_Latn-zho_Hans	19.55	18.05	0.853
dik_Latn-vec_Latn	7.30	23.90	0.931
ukr_Cyrl-zsm_Latn	30.78	56.20	0.989
ita_Latn-sin_Sinh	28.46	36.92	0.900
zho_Hans-bak_Cyrl	21.87	41.61	1.050
shn_Mymr-ace_Latn	6.90	29.07	0.978
crh_Latn-tsn_Latn	18.93	42.61	0.951
war_Latn-ibo_Latn	18.04	38.22	0.992
apc_Arab-asm_Beng	18.91	33.15	0.985
knc_Arab-kat_Geor	3.71	14.80	0.977
jav_Latn-tel_Telu	29.05	44.43	0.958
kat_Geor-tpi_Latn	12.82	38.10	0.831
dyu_Latn-ajp_Arab	6.53	17.76	1.000
bjn_Latn-ydd_Hebr	14.48	33.04	0.975
snd_Arab-amh_Ethi	24.75	33.76	1.030
smo_Latn-taq_Tfng	4.56	15.39	0.902
nus_Latn-lit_Latn	10.98	29.87	0.978
ast_Latn-fon_Latn	4.82	18.01	1.122
vec_Latn-ace_Arab	2.79	9.24	0.792
swh_Latn-fij_Latn	20.00	43.91	0.918
hne_Deva-amh_Ethi	27.51	36.01	1.023
war_Latn-bjn_Latn	19.71	45.60	0.963
ayr_Latn-ace_Arab	2.08	11.01	0.886
fon_Latn-ary_Arab	6.29	20.29	1.067
knc_Latn-ita_Latn	11.76	30.94	0.980
lus_Latn-plt_Latn	11.83	36.12	1.036
pap_Latn-bug_Latn	7.75	31.78	1.014
taq_Latn-hne_Deva	9.87	23.61	0.995
hin_Deva-kan_Knda	33.30	48.17	0.957
arz_Arab-fon_Latn	4.32	18.80	1.103
tur_Latn-ckb_Arab	19.80	40.57	1.010
quy_Latn-khk_Cyrl	9.39	24.83	0.993
mos_Latn-swh_Latn	10.12	30.55	0.923
sot_Latn-glg_Latn	28.38	48.90	0.956
umb_Latn-tpi_Latn	7.45	29.61	0.698
por_Latn-ydd_Hebr	12.31	32.97	1.034
asm_Beng-scn_Latn	14.63	36.56	1.002
san_Deva-isl_Latn	17.24	34.87	0.990
tha_Thai-ita_Latn	24.20	45.71	0.949
swe_Latn-cat_Latn	39.19	58.00	0.972
ltz_Latn-taq_Latn	3.91	20.79	1.024
asm_Beng-mni_Beng	20.40	32.30	0.976
wol_Latn-kas_Arab	8.55	20.14	1.027
apc_Arab-plt_Latn	18.64	46.39	1.064
eus_Latn-hrv_Latn	26.02	46.37	0.969
uzn_Latn-eus_Latn	18.67	41.00	0.958
fuv_Latn-prs_Arab	8.22	25.24	1.023
cjk_Latn-bjn_Latn	7.10	27.90	0.990
als_Latn-bod_Tibt	6.42	27.42	0.984
cat_Latn-ell_Grek	34.44	48.57	0.947
knc_Latn-pap_Latn	11.78	31.12	0.987
ckb_Arab-zsm_Latn	27.83	53.31	0.965
fra_Latn-cym_Latn	41.93	57.72	1.008
tha_Thai-pap_Latn	24.39	45.15	0.964
swh_Latn-mos_Latn	5.64	22.70	0.965
cjk_Latn-ibo_Latn	6.18	21.47	0.925
swh_Latn-mkd_Cyrl	30.37	50.44	0.941
srd_Latn-npi_Deva	24.18	43.02	1.023
dan_Latn-quy_Latn	5.41	26.97	0.972
srp_Cyrl-pag_Latn	15.50	42.61	1.127
eus_Latn-pbt_Arab	15.28	31.94	1.026
bak_Cyrl-kik_Latn	9.04	29.64	0.892
bak_Cyrl-snd_Arab	19.30	35.75	0.982
sin_Sinh-bam_Latn	5.35	26.55	1.066
mni_Beng-slv_Latn	19.50	39.81	0.996
nso_Latn-glg_Latn	26.19	47.21	0.935
bem_Latn-tel_Telu	20.39	34.76	0.944
gle_Latn-yor_Latn	10.64	24.89	1.074
ory_Orya-gle_Latn	28.23	47.78	0.980
lus_Latn-asm_Beng	12.52	24.47	0.974
bel_Cyrl-glg_Latn	21.63	45.14	1.001
swe_Latn-dzo_Tibt	11.26	32.71	0.975
taq_Tfng-sin_Sinh	9.04	18.48	1.008
mni_Beng-fra_Latn	26.02	45.30	0.986
aka_Latn-kin_Latn	15.11	37.39	0.954
ace_Arab-lin_Latn	7.86	32.28	1.118
uig_Arab-kir_Cyrl	20.56	39.13	1.018
slv_Latn-fuv_Latn	3.99	22.01	1.106
tum_Latn-sin_Sinh	15.11	24.22	0.771
isl_Latn-tat_Cyrl	21.99	39.68	0.969
ssw_Latn-ydd_Hebr	9.01	27.13	0.935
kin_Latn-lao_Laoo	21.67	38.16	0.912
deu_Latn-zsm_Latn	33.77	58.14	0.989
mag_Deva-tzm_Tfng	17.07	28.68	1.019
scn_Latn-crh_Latn	19.52	39.25	0.977
ewe_Latn-run_Latn	11.00	31.49	0.964
kas_Arab-ary_Arab	14.85	30.95	0.937
taq_Latn-tgk_Cyrl	11.46	27.96	0.972
dzo_Tibt-ajp_Arab	11.32	26.60	0.925
gla_Latn-kaz_Cyrl	22.67	41.71	1.002
ceb_Latn-pol_Latn	25.17	42.29	0.973
urd_Arab-amh_Ethi	23.49	32.26	1.019
zsm_Latn-pol_Latn	26.17	43.57	0.944
ydd_Hebr-shn_Mymr	10.58	29.41	0.886
rus_Cyrl-bho_Deva	16.22	35.49	0.952
bem_Latn-mal_Mlym	18.37	32.90	0.984
ory_Orya-bug_Latn	6.06	29.35	1.023
ukr_Cyrl-acm_Arab	13.91	31.34	1.327
ces_Latn-pan_Guru	26.84	40.07	0.929
cat_Latn-tso_Latn	21.21	46.36	1.043
nld_Latn-kea_Latn	13.70	34.42	0.878
uzn_Latn-heb_Hebr	26.26	42.24	0.937
nya_Latn-ltz_Latn	18.42	37.93	0.965
awa_Deva-cym_Latn	36.13	53.15	0.981
tgl_Latn-srd_Latn	27.66	48.86	1.014
fao_Latn-kon_Latn	16.14	41.35	0.954
crh_Latn-arb_Arab	28.54	44.39	0.937
hin_Deva-fur_Latn	24.82	44.60	0.943
kmb_Latn-kbp_Latn	7.30	24.04	0.922
mar_Deva-ita_Latn	26.73	48.18	0.937
tgk_Cyrl-war_Latn	20.58	45.82	0.982
afr_Latn-crh_Latn	23.88	43.78	0.993
fij_Latn-tam_Taml	16.89	33.94	0.916
jav_Latn-mal_Mlym	28.89	43.37	0.956
azb_Arab-kaz_Cyrl	15.04	34.06	1.002
luo_Latn-bul_Cyrl	19.13	36.50	0.902
fuv_Latn-urd_Arab	8.89	24.67	1.029
pol_Latn-cym_Latn	33.02	50.12	0.999
hrv_Latn-uig_Arab	11.29	25.62	0.926
ell_Grek-als_Latn	30.57	50.73	0.965
lij_Latn-mni_Beng	21.63	33.67	1.008
lij_Latn-scn_Latn	21.50	44.25	1.020
lug_Latn-mya_Mymr	9.23	22.70	0.741
som_Latn-swh_Latn	21.29	43.77	0.935
mar_Deva-pap_Latn	27.09	47.80	0.958
luo_Latn-wol_Latn	6.29	24.04	1.071
san_Deva-bjn_Arab	2.85	12.00	0.992
ban_Latn-als_Latn	25.37	46.14	0.949
pap_Latn-gle_Latn	33.43	51.94	0.986
sin_Sinh-apc_Arab	21.07	36.67	0.932
bos_Latn-pol_Latn	29.21	46.45	0.951
sin_Sinh-gaz_Latn	9.93	34.03	0.995
kan_Knda-lua_Latn	7.04	32.66	1.098
pan_Guru-cjk_Latn	2.98	23.39	1.009
nya_Latn-lmo_Latn	6.57	26.57	0.856
bul_Cyrl-tir_Ethi	14.46	23.00	1.012
glg_Latn-twi_Latn	12.65	35.16	1.009
mlt_Latn-ban_Latn	16.57	42.31	1.030
mya_Mymr-hun_Latn	21.68	40.71	0.972
grn_Latn-lua_Latn	6.34	30.04	1.095
srp_Cyrl-ayr_Latn	5.94	29.03	1.083
ace_Latn-mai_Deva	11.07	28.06	0.999
bul_Cyrl-tha_Thai	30.87	37.95	0.884
pag_Latn-kmr_Latn	12.14	30.12	0.851
kea_Latn-srd_Latn	30.17	50.93	1.004
som_Latn-guj_Gujr	20.46	36.66	0.912
deu_Latn-ckb_Arab	20.76	41.45	1.009
fin_Latn-nya_Latn	12.05	39.43	1.056
kac_Latn-dik_Latn	3.23	19.29	1.500
ibo_Latn-kon_Latn	13.82	39.79	0.958
ilo_Latn-sag_Latn	9.61	34.79	1.005
sat_Beng-sag_Latn	5.61	28.78	0.994
ydd_Hebr-luo_Latn	13.24	36.94	0.954
hat_Latn-pes_Arab	25.11	41.65	0.951
kaz_Cyrl-ben_Beng	24.36	38.80	0.996
dan_Latn-kaz_Cyrl	28.80	47.14	0.989
pap_Latn-nld_Latn	30.25	51.57	1.009
lij_Latn-gla_Latn	23.49	45.73	1.018
prs_Arab-dik_Latn	3.59	20.85	1.361
jav_Latn-est_Latn	25.34	46.45	0.991
nus_Latn-khm_Khmr	10.63	23.26	0.883
hne_Deva-ssw_Latn	14.65	39.99	1.029
khm_Khmr-ben_Beng	22.10	38.27	1.048
san_Deva-ory_Orya	18.12	32.94	0.993
yue_Hant-sun_Latn	13.22	37.09	1.000
tsn_Latn-sun_Latn	12.02	33.25	0.993
taq_Latn-jpn_Jpan	7.84	11.53	1.015
sat_Beng-por_Latn	17.15	36.62	0.994
est_Latn-prs_Arab	23.57	44.26	1.014
ilo_Latn-por_Latn	33.99	52.50	0.991
mai_Deva-kan_Knda	33.47	48.16	0.970
epo_Latn-dzo_Tibt	10.67	32.04	0.961
ita_Latn-kam_Latn	4.82	25.83	1.162
snd_Arab-ssw_Latn	14.19	39.30	1.035
lit_Latn-bak_Cyrl	27.59	45.68	0.993
kas_Arab-afr_Latn	25.14	48.48	0.957
guj_Gujr-kam_Latn	4.03	24.60	1.207
als_Latn-som_Latn	14.35	39.18	1.010
tgk_Cyrl-hin_Deva	26.01	44.39	0.952
guj_Gujr-lug_Latn	10.23	36.10	1.088
zul_Latn-aka_Latn	9.21	31.27	0.908
pan_Guru-als_Latn	28.74	49.60	0.958
prs_Arab-uzn_Latn	22.17	43.93	0.972
ita_Latn-lug_Latn	9.69	35.59	1.111
kon_Latn-kea_Latn	7.25	24.01	0.771
sin_Sinh-epo_Latn	24.33	45.53	0.999
acq_Arab-nob_Latn	25.96	48.84	0.991
afr_Latn-npi_Deva	24.20	40.97	0.983
kir_Cyrl-sot_Latn	10.52	35.22	0.928
lvs_Latn-urd_Arab	21.82	40.15	0.950
umb_Latn-uig_Arab	9.86	23.37	0.864
kac_Latn-uzn_Latn	12.23	31.27	0.986
ban_Latn-cjk_Latn	3.36	23.45	0.985
pbt_Arab-kas_Arab	12.80	27.53	0.951
fon_Latn-ceb_Latn	10.73	32.87	0.908
pap_Latn-jav_Latn	22.98	47.98	0.995
ace_Latn-tur_Latn	21.05	39.27	0.963
scn_Latn-npi_Deva	22.66	40.62	0.988
ajp_Arab-mya_Mymr	13.61	27.42	0.843
gle_Latn-acm_Arab	15.33	33.07	1.273
szl_Latn-ibo_Latn	17.21	38.41	0.933
ben_Beng-aka_Latn	8.06	29.74	0.929
kat_Geor-uig_Arab	11.78	26.87	1.044
ace_Arab-lus_Latn	5.84	26.44	1.217
ell_Grek-cjk_Latn	2.92	23.25	0.984
ace_Arab-hat_Latn	8.62	28.67	1.074
mkd_Cyrl-hun_Latn	30.09	49.11	0.976
eng_Latn-sat_Beng	16.27	24.27	0.861
sat_Beng-tum_Latn	5.86	26.56	0.846
pag_Latn-ron_Latn	20.38	39.20	0.870
ilo_Latn-tum_Latn	12.46	34.65	0.827
lin_Latn-tat_Cyrl	18.48	36.02	0.943
tuk_Latn-spa_Latn	24.33	46.28	0.945
ces_Latn-hye_Armn	33.14	47.36	0.943
tum_Latn-kab_Latn	8.44	26.91	1.080
uzn_Latn-sna_Latn	14.16	38.30	0.938
taq_Latn-lim_Latn	7.19	25.18	1.013
bem_Latn-est_Latn	17.91	38.52	1.008
epo_Latn-cat_Latn	38.44	57.07	0.963
szl_Latn-bjn_Latn	16.85	43.16	0.952
nus_Latn-kac_Latn	8.09	31.47	1.100
taq_Tfng-kab_Latn	4.50	20.81	1.029
tgk_Cyrl-eng_Latn	30.26	57.04	1.250
acq_Arab-kam_Latn	3.27	23.02	1.198
smo_Latn-mkd_Cyrl	25.99	45.79	0.958
arb_Arab-dik_Latn	3.61	21.38	1.381
ydd_Hebr-san_Deva	6.43	24.52	0.998
bam_Latn-slk_Latn	13.08	30.19	0.945
quy_Latn-fao_Latn	9.23	27.20	0.998
npi_Deva-ajp_Arab	22.39	38.37	0.950
smo_Latn-mos_Latn	4.90	21.33	1.014
lus_Latn-aeb_Arab	10.52	24.05	0.974
yor_Latn-uzn_Latn	13.99	33.68	0.937
azb_Arab-quy_Latn	3.17	24.78	1.109
sot_Latn-nus_Latn	13.06	27.31	1.103
ben_Beng-azb_Arab	3.74	20.74	1.081
tir_Ethi-ace_Arab	2.54	12.25	0.935
kir_Cyrl-ltg_Latn	16.94	35.71	0.957
tel_Telu-ces_Latn	28.46	45.64	0.938
sna_Latn-umb_Latn	2.88	23.23	0.760
ory_Orya-nld_Latn	26.26	48.04	0.993
tpi_Latn-ace_Latn	8.21	30.86	0.926
quy_Latn-min_Latn	8.98	30.19	1.007
est_Latn-urd_Arab	23.00	41.23	0.962
urd_Arab-ssw_Latn	13.90	38.62	1.012
bjn_Arab-hrv_Latn	11.94	32.08	1.059
tam_Taml-dik_Latn	3.41	20.69	1.434
ukr_Cyrl-yor_Latn	8.43	23.29	1.089
sat_Beng-ukr_Cyrl	13.02	30.32	0.977
kor_Hang-tzm_Tfng	14.35	25.67	0.986
hrv_Latn-tpi_Latn	13.96	38.46	0.781
ilo_Latn-ukr_Cyrl	26.12	43.45	0.976
bjn_Arab-pbt_Arab	8.89	24.82	1.125
sat_Beng-deu_Latn	13.81	34.62	0.965
run_Latn-kas_Arab	9.92	23.04	0.901
ilo_Latn-deu_Latn	29.04	48.71	0.968
fon_Latn-afr_Latn	9.80	29.96	0.928
uzn_Latn-hau_Latn	17.70	42.41	0.983
srd_Latn-crh_Latn	21.17	41.19	0.986
tur_Latn-zsm_Latn	31.99	56.45	0.983
min_Latn-ydd_Hebr	17.25	35.42	0.985
mai_Deva-fur_Latn	24.96	44.33	0.954
nob_Latn-slk_Latn	29.55	48.31	0.956
fur_Latn-kin_Latn	21.03	44.44	0.980
zul_Latn-azb_Arab	3.45	18.53	1.011
ron_Latn-sun_Latn	16.58	41.32	1.047
eng_Latn-pes_Arab	35.33	50.74	0.972
uig_Arab-knc_Arab	5.70	8.83	1.057
hat_Latn-sat_Beng	11.37	19.68	0.758
kin_Latn-ars_Arab	17.95	32.43	0.902
kab_Latn-fuv_Latn	2.36	19.64	1.148
lim_Latn-tzm_Tfng	15.18	26.47	0.994
bel_Cyrl-nus_Latn	10.77	25.09	1.127
smo_Latn-fij_Latn	19.71	43.59	0.950
lmo_Latn-pol_Latn	25.25	42.65	0.979
ben_Beng-zho_Hant	10.58	11.44	0.658
ory_Orya-jav_Latn	19.83	45.69	0.952
kas_Arab-ceb_Latn	23.86	48.35	0.956
swh_Latn-taq_Tfng	4.67	15.60	0.848
arb_Arab-uzn_Latn	25.86	46.00	0.980
cat_Latn-ind_Latn	38.07	61.07	0.982
fin_Latn-oci_Latn	25.99	46.45	0.929
lvs_Latn-prs_Arab	22.63	43.45	1.019
ilo_Latn-kor_Hang	14.08	25.59	1.089
ltg_Latn-pol_Latn	25.85	43.75	0.960
gla_Latn-quy_Latn	4.18	25.29	1.107
sat_Beng-kor_Hang	10.27	17.16	1.038
yor_Latn-dik_Latn	3.96	20.23	1.370
nso_Latn-nus_Latn	13.28	27.04	1.042
ben_Beng-grn_Latn	10.89	30.70	1.012
san_Deva-lvs_Latn	15.89	36.77	0.999
zul_Latn-zho_Hant	9.18	10.35	0.627
apc_Arab-aeb_Arab	20.81	37.04	0.932
ita_Latn-nob_Latn	26.32	49.39	1.019
tso_Latn-zho_Hans	18.21	16.91	0.844
amh_Ethi-bak_Cyrl	18.44	37.10	1.091
guj_Gujr-nob_Latn	26.57	49.45	0.964
taq_Latn-bel_Cyrl	9.51	23.65	0.894
mos_Latn-guj_Gujr	10.64	22.91	0.948
zul_Latn-grn_Latn	13.43	33.00	1.012
nno_Latn-ces_Latn	30.93	48.03	0.948
ace_Latn-kas_Deva	3.15	13.77	0.837
asm_Beng-gla_Latn	19.06	41.33	1.008
tam_Taml-uzn_Latn	22.26	42.77	0.964
mlt_Latn-xho_Latn	21.47	45.95	1.077
acq_Arab-lug_Latn	9.37	36.31	1.129
bod_Tibt-fon_Latn	3.39	16.19	1.077
yor_Latn-scn_Latn	11.13	31.30	0.975
guj_Gujr-kab_Latn	12.37	31.38	1.039
ckb_Arab-yor_Latn	11.17	25.19	1.060
nld_Latn-por_Latn	31.59	51.63	0.998
yor_Latn-mni_Beng	14.45	26.46	0.939
tgk_Cyrl-ary_Arab	16.32	32.60	0.960
tir_Ethi-tuk_Latn	12.75	31.62	0.932
hrv_Latn-kaz_Cyrl	27.18	45.49	0.971
ita_Latn-kab_Latn	12.04	31.57	1.086
san_Deva-mlt_Latn	23.30	39.71	0.972
azb_Arab-uig_Arab	11.88	26.43	1.018
swe_Latn-cjk_Latn	3.38	23.73	0.963
crh_Latn-sun_Latn	14.74	39.19	1.026
dik_Latn-ast_Latn	8.73	25.43	0.934
ibo_Latn-hat_Latn	16.40	38.24	1.038
ibo_Latn-lus_Latn	10.46	33.54	1.096
min_Latn-fij_Latn	20.29	44.44	0.985
pol_Latn-tir_Ethi	13.21	21.14	0.985
san_Deva-smo_Latn	15.72	38.83	1.005
nld_Latn-sag_Latn	8.77	33.73	0.984
pes_Arab-mya_Mymr	13.73	27.93	0.833
bul_Cyrl-cym_Latn	40.16	56.49	0.996
kir_Cyrl-mar_Deva	16.12	32.88	0.881
war_Latn-fuv_Latn	4.92	23.10	1.110
taq_Latn-dan_Latn	11.45	30.25	0.989
ory_Orya-khk_Cyrl	22.83	40.28	0.990
kas_Arab-war_Latn	19.19	44.41	0.981
tum_Latn-lug_Latn	6.46	29.99	1.087
bem_Latn-szl_Latn	14.70	31.61	0.960
gle_Latn-zsm_Latn	33.90	57.30	1.001
aka_Latn-pes_Arab	16.59	32.95	0.963
khk_Cyrl-nya_Latn	10.27	37.01	1.036
knc_Latn-ssw_Latn	7.15	29.90	1.086
twi_Latn-wol_Latn	6.49	25.21	1.131
kin_Latn-azj_Latn	17.32	35.96	0.923
tir_Ethi-nno_Latn	12.49	33.66	0.918
tum_Latn-kam_Latn	4.18	24.38	1.171
por_Latn-taq_Tfng	4.69	15.91	0.890
bam_Latn-kir_Cyrl	11.74	28.94	1.037
scn_Latn-pan_Guru	26.02	39.54	0.936
min_Latn-mkd_Cyrl	28.62	49.32	0.982
jpn_Jpan-tam_Taml	23.97	42.33	0.949
jav_Latn-szl_Latn	22.16	38.80	0.978
rus_Cyrl-kik_Latn	10.81	32.34	0.916
rus_Cyrl-snd_Arab	21.27	38.05	1.019
arb_Arab-scn_Latn	18.05	41.23	1.022
min_Latn-mos_Latn	5.05	21.48	1.016
arb_Arab-mni_Beng	21.06	33.11	0.994
mag_Deva-taq_Latn	3.87	21.73	0.944
tha_Thai-ssw_Latn	13.60	38.44	1.028
gla_Latn-uig_Arab	20.28	35.43	0.983
twi_Latn-bul_Cyrl	22.23	39.78	0.965
nld_Latn-tum_Latn	10.43	32.71	0.805
awa_Deva-tir_Ethi	14.60	22.95	1.021
bjn_Latn-taq_Tfng	5.29	16.34	0.905
afr_Latn-pan_Guru	30.63	44.26	0.951
smo_Latn-ydd_Hebr	10.05	29.21	1.005
nob_Latn-kir_Cyrl	22.61	40.90	1.016
kea_Latn-ban_Latn	14.80	39.92	1.022
hye_Armn-kat_Geor	31.39	46.49	0.956
zho_Hant-nso_Latn	13.37	38.81	1.098
taq_Tfng-nob_Latn	5.52	23.37	1.014
tam_Taml-mni_Beng	20.99	32.71	0.977
tam_Taml-scn_Latn	15.33	37.56	0.989
quy_Latn-gle_Latn	11.62	30.55	1.027
ace_Arab-kon_Latn	7.35	31.59	1.059
ces_Latn-crh_Latn	22.35	42.49	0.993
cjk_Latn-fuv_Latn	2.24	17.13	1.238
ukr_Cyrl-ckb_Arab	19.79	40.59	1.002
mkd_Cyrl-umb_Latn	2.91	24.68	0.814
mni_Beng-aeb_Arab	12.81	28.12	0.924
sna_Latn-hun_Latn	19.66	37.90	0.981
fra_Latn-tir_Ethi	14.78	23.04	1.001
nld_Latn-ukr_Cyrl	27.18	45.09	0.962
glg_Latn-tat_Cyrl	28.30	45.65	0.994
kan_Knda-guj_Gujr	27.52	43.60	0.961
als_Latn-acq_Arab	16.19	28.96	0.968
ary_Arab-ces_Latn	23.14	40.78	0.939
pan_Guru-dzo_Tibt	11.37	33.16	1.012
vie_Latn-ilo_Latn	21.59	47.34	1.014
khk_Cyrl-oci_Latn	19.87	40.15	0.911
nus_Latn-epo_Latn	12.58	32.81	1.007
bak_Cyrl-bho_Deva	15.12	34.20	0.928
zho_Hant-vec_Latn	10.51	33.69	1.063
tum_Latn-nob_Latn	15.21	36.11	0.973
grn_Latn-guj_Gujr	18.19	33.66	0.933
zho_Hant-rus_Cyrl	22.96	42.15	1.039
nld_Latn-deu_Latn	31.55	51.36	0.955
fon_Latn-war_Latn	9.28	31.54	0.937
pap_Latn-khk_Cyrl	23.96	41.25	0.991
sin_Sinh-kac_Latn	11.44	36.11	1.051
sun_Latn-swe_Latn	32.17	51.72	0.974
slv_Latn-ibo_Latn	15.21	36.28	0.970
kmr_Latn-glg_Latn	21.80	43.52	0.948
srd_Latn-hye_Armn	32.31	46.59	0.941
slv_Latn-bjn_Latn	15.56	42.02	0.941
quy_Latn-bug_Latn	4.22	23.56	1.091
fao_Latn-lin_Latn	17.22	43.28	1.008
plt_Latn-ajp_Arab	20.32	36.07	0.944
taq_Tfng-kam_Latn	1.65	19.07	1.373
aeb_Arab-mya_Mymr	12.24	26.25	0.840
dan_Latn-tpi_Latn	16.07	40.71	0.816
acq_Arab-kab_Latn	12.57	32.13	1.070
sin_Sinh-khm_Khmr	19.44	32.04	0.869
pan_Guru-cat_Latn	33.35	53.04	0.988
prs_Arab-mni_Beng	20.54	32.66	0.985
taq_Tfng-lug_Latn	2.95	22.75	1.208
zho_Hant-lij_Latn	9.08	26.24	1.223
prs_Arab-scn_Latn	17.18	39.21	0.992
lmo_Latn-mag_Deva	25.27	44.22	0.989
bho_Deva-ace_Latn	7.19	31.29	0.916
lua_Latn-kat_Geor	15.77	29.79	0.837
umb_Latn-quy_Latn	3.35	22.50	0.900
kac_Latn-mni_Beng	13.89	25.85	0.989
kac_Latn-scn_Latn	9.10	29.07	1.033
mar_Deva-ssw_Latn	15.04	39.49	1.022
deu_Latn-yor_Latn	8.84	24.23	1.134
xho_Latn-ajp_Arab	20.02	36.02	0.934
tgl_Latn-xho_Latn	19.33	43.71	1.061
mal_Mlym-ben_Beng	28.69	42.50	0.998
ind_Latn-ces_Latn	31.49	48.39	0.947
ltg_Latn-mag_Deva	24.79	44.43	0.987
acm_Arab-ast_Latn	23.57	48.02	1.031
als_Latn-knc_Latn	5.16	24.37	1.029
ssw_Latn-taq_Tfng	4.02	14.35	0.747
ltz_Latn-tzm_Tfng	17.37	28.58	1.010
tur_Latn-acm_Arab	14.94	32.06	1.247
aka_Latn-sat_Beng	10.62	18.42	0.796
kat_Geor-quy_Latn	3.85	25.85	1.086
epo_Latn-als_Latn	32.40	52.49	0.945
nld_Latn-kor_Hang	20.05	27.59	0.997
isl_Latn-twi_Latn	11.65	33.86	0.995
ell_Grek-lvs_Latn	26.29	46.95	0.983
ron_Latn-lao_Laoo	26.68	41.71	0.949
kat_Geor-som_Latn	11.89	36.17	1.006
kir_Cyrl-amh_Ethi	18.23	25.49	0.967
heb_Hebr-ary_Arab	18.24	34.47	0.956
luo_Latn-zul_Latn	14.84	35.79	0.930
aka_Latn-dik_Latn	4.51	21.57	1.373
lit_Latn-srp_Cyrl	29.67	48.66	0.952
wol_Latn-jav_Latn	11.43	33.90	1.037
tgl_Latn-ydd_Hebr	12.02	32.55	1.049
hye_Armn-kam_Latn	4.30	25.02	1.145
kik_Latn-ltz_Latn	15.39	34.92	1.023
arz_Arab-ben_Beng	25.25	40.40	1.013
deu_Latn-mri_Latn	18.68	42.30	0.960
zho_Hant-bam_Latn	3.12	21.97	1.241
dzo_Tibt-bho_Deva	9.76	27.20	0.888
ssw_Latn-srd_Latn	17.89	38.16	0.923
lmo_Latn-deu_Latn	31.82	51.60	0.967
tel_Telu-war_Latn	23.33	48.04	0.967
vie_Latn-kon_Latn	17.00	42.75	0.985
rus_Cyrl-ajp_Arab	23.77	39.89	0.984
gle_Latn-kas_Deva	3.78	15.35	0.867
lao_Laoo-ace_Arab	4.14	15.12	1.025
ary_Arab-afr_Latn	23.07	45.83	0.939
ltg_Latn-ukr_Cyrl	30.72	48.70	0.966
